program_name_and_version,EnergyPlus 25.2.0
program_version_release_date,11/14/25
program_name_short,E+
results_submission_date,6/9/26
organization,National Laboratory of the Rockies
organization_short,NLR
CE500 evap_coil_load_sensible_and_latent_wh,27650.3
CE500 evap_coil_load_sensible_and_latent_date,29-Jun
CE500 evap_coil_load_sensible_and_latent_hr,16
CE500 May-Sep energy_consumption_comp_both_fans_wh,11451.2
CE500 May-Sep energy_consumption_comp_both_fans_date,20-Jul
CE500 May-Sep energy_consumption_comp_both_fans_hr,15
CE500 May-Sep evap_coil_load_sensible_wh,22227.9
CE500 May-Sep evap_coil_load_sensible_date,20-Jul
CE500 May-Sep evap_coil_load_sensible_hr,15
CE500 May-Sep evap_coil_load_latent_wh,9036.93
CE500 May-Sep evap_coil_load_latent_date,17-Jun
CE500 May-Sep evap_coil_load_latent_hr,14
CE500 May-Sep evap_coil_load_sensible_and_latent_wh,31185.1
CE500 May-Sep evap_coil_load_sensible_and_latent_date,17-Jun
CE500 May-Sep evap_coil_load_sensible_and_latent_hr,14
CE510 May-Sep energy_consumption_comp_both_fans_wh,11261.9
CE510 May-Sep energy_consumption_comp_both_fans_date,20-Jul
CE510 May-Sep energy_consumption_comp_both_fans_hr,15
CE510 May-Sep evap_coil_load_sensible_wh,20009.7
CE510 May-Sep evap_coil_load_sensible_date,20-Jul
CE510 May-Sep evap_coil_load_sensible_hr,16
CE510 May-Sep evap_coil_load_latent_wh,7783.51
CE510 May-Sep evap_coil_load_latent_date,29-Jun
CE510 May-Sep evap_coil_load_latent_hr,16
CE510 May-Sep evap_coil_load_sensible_and_latent_wh,27726.7
CE510 May-Sep evap_coil_load_sensible_and_latent_date,29-Jun
CE510 May-Sep evap_coil_load_sensible_and_latent_hr,16
CE520 energy_consumption_comp_both_fans_wh,10899.4
CE520 energy_consumption_comp_both_fans_date,20-Jul
CE520 energy_consumption_comp_both_fans_hr,15
CE520 evap_coil_load_sensible_wh,19894.5
CE520 evap_coil_load_sensible_date,20-Jul
CE520 evap_coil_load_sensible_hr,15
CE520 evap_coil_load_latent_wh,7847.84
CE520 evap_coil_load_latent_date,29-Jun
CE520 evap_coil_load_latent_hr,16
CE520 evap_coil_load_sensible_and_latent_wh,27693.3
CE520 evap_coil_load_sensible_and_latent_date,29-Jun
CE520 evap_coil_load_sensible_and_latent_hr,16
CE522 energy_consumption_comp_both_fans_wh,9585.57
CE522 energy_consumption_comp_both_fans_date,20-Jul
CE522 energy_consumption_comp_both_fans_hr,15
CE522 evap_coil_load_sensible_wh,19590.8
CE522 evap_coil_load_sensible_date,20-Jul
CE522 evap_coil_load_sensible_hr,15
CE522 evap_coil_load_latent_wh,8001.29
CE522 evap_coil_load_latent_date,29-Jun
CE522 evap_coil_load_latent_hr,16
CE522 evap_coil_load_sensible_and_latent_wh,27558.2
CE522 evap_coil_load_sensible_and_latent_date,29-Jun
CE522 evap_coil_load_sensible_and_latent_hr,16
CE525 energy_consumption_comp_both_fans_wh,8296.6
CE525 energy_consumption_comp_both_fans_date,20-Jul
CE525 energy_consumption_comp_both_fans_hr,15
CE525 evap_coil_load_sensible_wh,19656.8
CE525 evap_coil_load_sensible_date,20-Jul
CE525 evap_coil_load_sensible_hr,15
CE525 evap_coil_load_latent_wh,114.054
CE525 evap_coil_load_latent_date,16-Mar
CE525 evap_coil_load_latent_hr,10
CE525 evap_coil_load_sensible_and_latent_wh,19656.8
CE525 evap_coil_load_sensible_and_latent_date,20-Jul
CE525 evap_coil_load_sensible_and_latent_hr,15
CE530 energy_consumption_comp_both_fans_wh,9079.35
CE530 energy_consumption_comp_both_fans_date,20-Jul
CE530 energy_consumption_comp_both_fans_hr,15
CE530 evap_coil_load_sensible_wh,19813
CE530 evap_coil_load_sensible_date,20-Jul
CE530 evap_coil_load_sensible_hr,15
CE530 evap_coil_load_latent_wh,1644.82
CE530 evap_coil_load_latent_date,11-Mar
CE530 evap_coil_load_latent_hr,10
CE530 evap_coil_load_sensible_and_latent_wh,19813
CE530 evap_coil_load_sensible_and_latent_date,20-Jul
CE530 evap_coil_load_sensible_and_latent_hr,15
CE540 energy_consumption_comp_both_fans_wh,7768.87
CE540 energy_consumption_comp_both_fans_date,20-Jul
CE540 energy_consumption_comp_both_fans_hr,15
CE540 evap_coil_load_sensible_wh,19539
CE540 evap_coil_load_sensible_date,20-Jul
CE540 evap_coil_load_sensible_hr,15
CE540 evap_coil_load_latent_wh,9.09E-12
CE540 evap_coil_load_latent_date,14-May
CE540 evap_coil_load_latent_hr,16
CE540 evap_coil_load_sensible_and_latent_wh,19539
CE540 evap_coil_load_sensible_and_latent_date,20-Jul
CE540 evap_coil_load_sensible_and_latent_hr,15
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 cop_2_max_cop_2,3.92346
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 cop_2_max_date,31-Dec
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 cop_2_max_hr,23
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 cop_2_min_cop_2,2.77477
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 cop_2_min_date,13-Jun
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 cop_2_min_hr,16
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 idb_max_idb,25.0098
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 idb_max_date,11-Oct
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 idb_max_hr,16
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 idb_min_idb,8.7195
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 idb_min_date,6-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 idb_min_hr,6
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 hr_max_humidity_ratio,0.0135034
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 hr_max_date,16-Nov
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 hr_max_hr,17
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 hr_min_humidity_ratio,0.00192919
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 hr_min_date,11-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 hr_min_hr,3
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 rh_max_relative_humidity,67.6934
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 rh_max_date,16-Nov
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 rh_max_hr,17
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 rh_min_relative_humidity,14.3847
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 rh_min_date,6-Nov
Annual Hourly Integrated Maxima - cop_2 and Zone Table 1 rh_min_hr,6
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 cop_2_max_cop_2,4.19556
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 cop_2_max_date,31-Dec
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 cop_2_max_hr,23
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 cop_2_min_cop_2,2.86782
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 cop_2_min_date,1-Dec
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 cop_2_min_hr,14
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 idb_max_idb,26.6038
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 idb_max_date,20-Jul
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 idb_max_hr,16
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 idb_min_idb,8.71943
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 idb_min_date,6-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 idb_min_hr,6
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 hr_max_humidity_ratio,0.0154861
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 hr_max_date,1-Oct
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 hr_max_hr,8
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 hr_min_humidity_ratio,0.00194347
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 hr_min_date,5-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 hr_min_hr,7
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 rh_max_relative_humidity,77.8153
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 rh_max_date,2-Oct
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 rh_max_hr,8
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 rh_min_relative_humidity,15.4675
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 rh_min_date,6-Nov
Annual Hourly Integrated Maxima - cop_2 and Zone Table 2 rh_min_hr,8
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 cop_2_max_cop_2,3.96522
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 cop_2_max_date,31-Dec
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 cop_2_max_hr,23
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 cop_2_min_cop_2,2.82336
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 cop_2_min_date,31-Mar
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 cop_2_min_hr,14
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 idb_max_idb,31.8971
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 idb_max_date,20-Jul
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 idb_max_hr,15
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 idb_min_idb,7.76382
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 idb_min_date,6-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 idb_min_hr,6
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 hr_max_humidity_ratio,0.0177106
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 hr_max_date,1-Oct
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 hr_max_hr,10
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 hr_min_humidity_ratio,0.00193511
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 hr_min_date,11-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 hr_min_hr,3
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 rh_max_relative_humidity,82.6538
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 rh_max_date,18-Sep
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 rh_max_hr,10
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 rh_min_relative_humidity,14.793
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 rh_min_date,6-Nov
Annual Hourly Integrated Maxima - cop_2 and Zone Table 3 rh_min_hr,6
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 cop_2_max_cop_2,4.09526
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 cop_2_max_date,31-Dec
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 cop_2_max_hr,23
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 cop_2_min_cop_2,2.82902
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 cop_2_min_date,31-Mar
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 cop_2_min_hr,14
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 idb_max_idb,31.6073
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 idb_max_date,20-Jul
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 idb_max_hr,15
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 idb_min_idb,8.72044
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 idb_min_date,6-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 idb_min_hr,6
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 hr_max_humidity_ratio,0.017804
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 hr_max_date,10-Jul
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 hr_max_hr,12
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 hr_min_humidity_ratio,0.0019292
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 hr_min_date,11-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 hr_min_hr,3
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 rh_max_relative_humidity,76.6466
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 rh_max_date,22-Sep
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 rh_max_hr,20
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 rh_min_relative_humidity,14.3846
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 rh_min_date,6-Nov
Annual Hourly Integrated Maxima - cop_2 and Zone Table 4 rh_min_hr,6
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 cop_2_max_cop_2,4.01504
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 cop_2_max_date,31-Dec
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 cop_2_max_hr,23
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 cop_2_min_cop_2,2.82902
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 cop_2_min_date,31-Mar
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 cop_2_min_hr,14
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 idb_max_idb,31.8199
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 idb_max_date,20-Jul
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 idb_max_hr,15
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 idb_min_idb,8.72044
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 idb_min_date,6-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 idb_min_hr,6
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 hr_max_humidity_ratio,0.0176956
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 hr_max_date,10-Jul
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 hr_max_hr,12
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 hr_min_humidity_ratio,0.0019292
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 hr_min_date,11-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 hr_min_hr,3
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 rh_max_relative_humidity,80.4998
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 rh_max_date,18-Sep
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 rh_max_hr,10
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 rh_min_relative_humidity,14.3846
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 rh_min_date,6-Nov
Annual Hourly Integrated Maxima - cop_2 and Zone Table 5 rh_min_hr,6
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 cop_2_max_cop_2,4.31003
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 cop_2_max_date,31-Dec
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 cop_2_max_hr,23
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 cop_2_min_cop_2,2.77477
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 cop_2_min_date,13-Jun
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 cop_2_min_hr,16
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 idb_max_idb,35.004
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 idb_max_date,30-May
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 idb_max_hr,5
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 idb_min_idb,8.7195
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 idb_min_date,6-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 idb_min_hr,6
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 hr_max_humidity_ratio,0.0169265
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 hr_max_date,2-Oct
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 hr_max_hr,1
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 hr_min_humidity_ratio,0.00192919
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 hr_min_date,11-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 hr_min_hr,3
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 rh_max_relative_humidity,67.6934
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 rh_max_date,16-Nov
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 rh_max_hr,17
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 rh_min_relative_humidity,14.3847
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 rh_min_date,6-Nov
Annual Hourly Integrated Maxima - cop_2 and Zone Table 6 rh_min_hr,6
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 cop_2_max_cop_2,4.43104
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 cop_2_max_date,31-Dec
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 cop_2_max_hr,23
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 cop_2_min_cop_2,2.82903
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 cop_2_min_date,31-Mar
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 cop_2_min_hr,14
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 idb_max_idb,32.8997
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 idb_max_date,10-Jul
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 idb_max_hr,13
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 idb_min_idb,8.71968
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 idb_min_date,6-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 idb_min_hr,6
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 hr_max_humidity_ratio,0.0135034
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 hr_max_date,16-Nov
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 hr_max_hr,17
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 hr_min_humidity_ratio,0.00192919
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 hr_min_date,11-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 hr_min_hr,3
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 rh_max_relative_humidity,67.6932
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 rh_max_date,16-Nov
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 rh_max_hr,17
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 rh_min_relative_humidity,14.3846
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 rh_min_date,6-Nov
Annual Hourly Integrated Maxima - cop_2 and Zone Table 7 rh_min_hr,6
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 cop_2_max_cop_2,4.08735
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 cop_2_max_date,31-Dec
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 cop_2_max_hr,23
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 cop_2_min_cop_2,2.77477
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 cop_2_min_date,13-Jun
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 cop_2_min_hr,16
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 idb_max_idb,25.2813
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 idb_max_date,16-Jun
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 idb_max_hr,15
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 idb_min_idb,8.7195
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 idb_min_date,6-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 idb_min_hr,6
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 hr_max_humidity_ratio,0.0160876
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 hr_max_date,2-Apr
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 hr_max_hr,5
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 hr_min_humidity_ratio,0.00192919
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 hr_min_date,11-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 hr_min_hr,3
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 rh_max_relative_humidity,89.5533
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 rh_max_date,2-Apr
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 rh_max_hr,2
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 rh_min_relative_humidity,16.3242
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 rh_min_date,6-Nov
Annual Hourly Integrated Maxima - cop_2 and Zone Table 8 rh_min_hr,6
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 cop_2_max_cop_2,4.08735
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 cop_2_max_date,31-Dec
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 cop_2_max_hr,23
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 cop_2_min_cop_2,2.77477
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 cop_2_min_date,13-Jun
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 cop_2_min_hr,16
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 idb_max_idb,25.2813
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 idb_max_date,16-Jun
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 idb_max_hr,15
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 idb_min_idb,8.7195
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 idb_min_date,6-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 idb_min_hr,6
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 hr_max_humidity_ratio,0.0160876
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 hr_max_date,2-Apr
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 hr_max_hr,5
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 hr_min_humidity_ratio,0.00192919
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 hr_min_date,11-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 hr_min_hr,3
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 rh_max_relative_humidity,89.5533
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 rh_max_date,2-Apr
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 rh_max_hr,2
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 rh_min_relative_humidity,16.3242
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 rh_min_date,6-Nov
Annual Hourly Integrated Maxima - cop_2 and Zone Table 9 rh_min_hr,6
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 cop_2_max_cop_2,3.84934
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 cop_2_max_date,31-Dec
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 cop_2_max_hr,23
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 cop_2_min_cop_2,2.77477
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 cop_2_min_date,13-Jun
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 cop_2_min_hr,16
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 idb_max_idb,25.0098
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 idb_max_date,11-Oct
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 idb_max_hr,16
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 idb_min_idb,8.7195
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 idb_min_date,6-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 idb_min_hr,6
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 hr_max_humidity_ratio,0.0147053
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 hr_max_date,2-Apr
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 hr_max_hr,1
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 hr_min_humidity_ratio,0.00192919
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 hr_min_date,11-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 hr_min_hr,3
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 rh_max_relative_humidity,89.5437
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 rh_max_date,2-Apr
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 rh_max_hr,1
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 rh_min_relative_humidity,16.3242
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 rh_min_date,6-Nov
Annual Hourly Integrated Maxima - cop_2 and Zone Table 10 rh_min_hr,6
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 cop_2_max_cop_2,3.80466
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 cop_2_max_date,31-Dec
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 cop_2_max_hr,23
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 cop_2_min_cop_2,2.77477
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 cop_2_min_date,13-Jun
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 cop_2_min_hr,16
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 idb_max_idb,25.0098
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 idb_max_date,11-Oct
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 idb_max_hr,16
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 idb_min_idb,8.7195
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 idb_min_date,6-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 idb_min_hr,6
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 hr_max_humidity_ratio,0.0160876
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 hr_max_date,2-Apr
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 hr_max_hr,5
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 hr_min_humidity_ratio,0.00192919
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 hr_min_date,11-Jan
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 hr_min_hr,3
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 rh_max_relative_humidity,89.5533
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 rh_max_date,2-Apr
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 rh_max_hr,2
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 rh_min_relative_humidity,16.3242
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 rh_min_date,6-Nov
Annual Hourly Integrated Maxima - cop_2 and Zone Table 11 rh_min_hr,6
Annual Hourly Integrated Maxima - cop_2 and Zone Table 12 cop_2_max_cop_2,3.80466
Annual Hourly Integrated Maxima - cop_2 and Zone Table 12 cop_2_max_date,31-Dec
Annual Hourly Integrated Maxima - cop_2 and Zone Table 12 cop_2_max_hr,23
